1589889161.000000, 1589889161.000000, 1589889161.000000
32.000000, 32.000000, 32.000000
26,57,8
23,58,9
25,58,8
27,58,8
27,59,8
26,59,7
28,60,7
27,59,7
24,58,8
22,58,8
23,57,10
22,56,10
23,57,9
25,59,8
23,59,9
24,62,10
26,62,13
26,63,13
21,60,11
22,58,10
23,56,6
32,64,8
36,59,5
50,75,8
36,59,14
30,61,17
38,61,18
52,61,19
47,58,18
43,56,15
40,60,16
39,36,11
32,36,8
25,38,10
16,32,10
20,22,18
20,25,24
17,26,25
20,30,25
28,29,22
37,33,15
34,36,7
56,44,8
59,45,3
64,42,0
62,39,-4
50,41,-16
48,41,-15
56,47,-4
52,50,0
51,57,4
47,48,8
34,44,-4
57,56,12
31,27,-5
76,46,-3
92,48,-35
81,48,-39
82,18,-42
93,5,-42
66,2,-41
66,-16,-39
67,-16,-38
57,-22,-32
-4,-5,-13
-6,-2,2
46,-24,-26
81,-27,-26
56,-36,-17
64,-35,5
18,-28,-23
66,-26,-11
66,-35,-3
53,-38,-4
37,-42,-3
49,-25,12
48,-41,13
50,-33,7
41,-40,-5
38,-45,3
35,-44,9
46,-47,25
32,-51,19
26,-60,9
51,-10,42
15,-40,26
35,-48,35
32,-55,23
24,-58,19
14,-56,20
8,-52,37
10,-57,38
21,-56,28
18,-58,14
7,-60,11
1,-63,0
-10,-64,-7
-10,-64,-1
-1,-63,12
1,-62,19
0,-60,21
-4,-54,12
-18,-53,7
-22,-56,-1
-21,-61,-5
-14,-66,-5
-6,-63,-4
-3,-60,-6
-3,-58,-5
-4,-54,-5
-3,-53,-4
-4,-53,-4
3,-59,3
14,-62,4
19,-62,2
31,-60,-6
26,-61,-7
14,-62,-7
10,-62,0
12,-61,2
14,-61,6
13,-62,7
15,-65,15
19,-68,17
21,-69,14
21,-69,3
16,-71,-3
13,-69,1
26,-61,14
26,-58,16
15,-52,11
7,-51,6
-3,-53,-1
0,-57,3
3,-58,5
6,-60,5
6,-61,4
4,-62,3
-1,-61,4
-1,-60,5
0,-60,6
-2,-61,5
0,-62,3
12,-64,8
16,-64,9
20,-68,9
23,-73,10
17,-74,8
23,-62,7
28,-57,9
35,-49,8
33,-47,4
22,-46,6
19,-46,21
18,-47,25
19,-49,25
21,-51,22
29,-52,19
33,-52,16
33,-52,14
31,-53,15
29,-55,16
27,-59,18
27,-61,17
30,-62,15
35,-62,16
37,-55,15
48,-32,35
37,-16,42
36,-8,47
32,-9,50
34,-10,56
35,-24,48
54,-31,28
52,-33,21
19,-75,-5
38,-37,28
46,-35,32
40,-37,23
61,-16,42
-5,-108,-57
31,-16,42
45,-21,38
45,-22,39
49,-19,39
46,-15,36
42,-17,38
43,-19,33
42,-20,32
43,-25,30
48,-26,25
51,-28,25
58,-23,27
50,2,35
60,0,42
79,-21,26
66,-17,21
68,-27,20
64,-26,16
63,-24,10
57,-20,10
53,-13,17
43,-17,21
48,-13,25
54,-24,18
56,-25,20
55,-25,19
54,-21,22
55,-18,22
59,-13,22
55,-11,24
54,-11,25
56,-12,25
59,-11,24
66,-8,17
56,-20,16
52,-17,17
53,-23,17
56,-29,13
59,-16,15
56,-28,13
53,-29,12
55,-32,16
57,-31,16
59,-27,13
59,-31,11
60,-31,9
64,-28,8
61,-28,15
59,-18,18
65,-21,12
65,-21,14
66,-15,18
66,-13,14
63,-17,12
60,-15,14
58,-9,22
47,-8,38
44,-8,40
48,-14,39
48,-16,35
48,-19,31
39,-23,32
36,-23,28
43,-17,29
47,-16,35
42,-2,37
50,-10,39
51,-10,41
53,-5,44
55,-11,32
64,-9,33
65,-5,33
59,-9,20
62,-13,22
59,-10,20
56,-9,22
44,-2,31
38,3,36
30,-1,37
53,-7,31
62,-12,26
56,-15,23
49,-15,24
42,-15,28
43,-9,38
59,-7,35
70,-13,19
67,-13,20
60,-12,26
53,-14,26
50,-20,25
61,-17,8
58,-15,-1
58,-14,-6
58,-14,-12
59,-18,-15
69,-15,-7
77,-5,-3
73,-6,8
63,-5,12
54,-2,10
52,-1,12
56,-3,12
64,-4,6
70,-5,2
70,-1,-4
69,1,-4
66,1,-1
63,1,4
64,1,4
69,1,8
72,2,11
70,3,10
65,6,9
64,6,9
60,8,7
59,11,4
59,12,6
55,13,-1
55,13,-4
62,9,2
60,6,-1
59,7,1
66,8,6
63,8,3
54,10,4
59,12,8
57,13,9
60,15,12
57,16,15
62,16,12
71,22,27
64,11,31
38,-3,35
39,-2,42
36,6,20
44,3,18
68,7,21
69,13,2
94,32,98
69,-9,25
55,20,-1
84,20,13
46,27,23
26,42,27
50,29,31
53,32,45
45,24,45
43,14,46
47,9,39
52,16,34
52,12,35
47,14,37
44,11,46
41,8,47
43,4,52
45,-1,47
46,-3,45
51,-5,45
49,-7,43
