subject,dur_min,eda_dz,eda_draw,eda_base_raw,hr_dz,hr_draw,hr_base_raw
DF,3.0,318.30867441855514,1.9520162373611107,0.1331057463888889,-0.6923955033533,-9.395072222222211,82.30060555555555
15,2.0,8.622650684296687,1.7952371251388888,0.28470276069444445,0.24446508193630034,1.4276777777777738,85.60757222222223
DF,6.0,13.789542176134386,0.15057234541666664,0.14211820041666667,-0.2769255048628062,5.160116666666667,82.78566666666667
DF,3.0,20.81161493459809,0.3054476793055556,0.07162969527777777,-0.20823310130977676,-1.8961500000000058,83.12356666666666
15,12.0,0.14255232249952632,-0.4513368904166666,2.4856344183333334,0.29177965265931816,-0.11067222222220607,82.21020555555555
DF,216.0,-0.5601881027663498,0.02039412664913695,0.17252280960086303,0.3525414213528456,-4.290112595419856,84.67786259541985
BG,25.0,0.5890301990741422,-0.012385006912933094,0.28924109649626645,-0.4727302856182597,-1.5729747544771868,85.61600808781051
83,36.0,-2.351579793752083,-0.3271105666666667,1.4950673595833335,-0.6021745085879384,-0.6134222222222263,82.41380555555556
83,35.0,0.5207797760001711,-0.014156378227703104,0.27623791447770313,1.0475903889120324,3.899760971112485,77.64953902888752
83,54.0,0.7309843077646345,0.4209031904166667,0.503947435,0.4969613707822962,3.9833777777777897,87.58007222222221
83,20.0,0.7948991389706406,2.043418742916667,0.7198161812499999,1.7631292029130177,32.91320000000003,87.18158333333332
83,19.0,1.6268093589610608,0.6663227094444443,0.6569734418055556,0.11085913063354205,1.6445111111111004,84.78498888888889
7E,18.0,-6.246583189196316,0.6487367856944446,0.3537589926388889,0.1637415097189483,4.061666666666667,86.95271666666667
7E,27.0,-4.301632356997242,0.5362018193055555,0.3179006073611111,0.4392419240533404,7.24958888888888,77.73347777777778
83,7.0,0.6122131735871517,-0.006681792180515067,0.30302101676384835,0.4672412217394581,-3.5608534508076417,79.8723201174743
BG,18.0,0.5613428888394362,0.036152332816728194,0.24195157718327182,1.1765418435428816,9.08209167185231,74.29619166148102
BG,13.0,4.282762088497602,0.5044676916666666,0.32622109833333335,0.31540217438668267,0.5103611111111093,82.65592222222223
BG,32.0,12.755171842842278,0.7077608031944445,0.23415886388888887,-0.6666735387579483,17.503294444444435,89.01898888888888
BG,53.0,0.44019344590803616,0.30719385166666663,0.36217153875,0.571775273623528,15.891733333333335,96.7489
83,7.0,5.107631025416053,11.666536823194445,3.1676678955555553,-0.6722714820126248,-7.501938888888873,87.89283888888887
7E,26.0,-1.0119970147522546,-0.010270329489436625,0.07260496698943662,-1.2598814864976793,-2.3704988158673785,79.65133214920071
EG,43.0,4.219242363160743,0.3782465058333333,0.17369954583333336,0.12973181484366256,1.3043499999999995,84.46908333333333
EG,117.0,0.5445883728238526,0.022952274861111108,0.0960839701388889,0.027833160474089125,8.191322222222226,87.68711111111111
EG,106.0,-0.00476755506265536,-0.0241297238888889,0.13054529805555556,-0.14811322118536935,-8.441777777777759,95.02484444444443
BG,31.0,-2.109519393108988,-0.07137968652777771,0.39523873361111106,-0.6594707263636141,-3.0381888888888824,94.81730555555555
BG,7.0,0.13689912101420354,-0.5146224031827469,1.0119480503670473,-0.8648006761014257,-2.7776010658567287,80.91705592105264
BG,10.0,-2.312169898005565,-0.08980482583333332,0.5662278329166667,0.36425638551443945,2.670144444444432,76.96598888888889
BG,26.0,90.15785080037352,20.258336675138892,0.6828849023611111,0.30746799389042223,2.9316500000000048,82.06888333333333
EG,20.0,0.5565526664130815,0.051382260138888886,0.1355067086111111,-0.3605684929236458,-5.51543888888888,95.27165555555554
BG,44.0,0.35133023026098786,1.772109193611111,1.0335195297222222,-0.1416722758274297,-0.9559611111111224,90.00161111111112
