sec_from_onset,eda_mean,hr_mean,eda_se,hr_se,eda_n,hr_n
2486,-0.03080768653503297,0.15041412951646463,0.11019063611872554,0.1126460268365577,98,98
2487,-0.036899519962436234,0.15263898717544547,0.10936297792671863,0.11299640126462163,98,98
2488,-0.023121271574013703,0.1553046986291746,0.10753800484991438,0.1133105295225623,98,98
2489,-0.03585933569821997,0.15734487327200397,0.11027270622820934,0.1137060090286751,98,98
2490,-0.011894377693365094,0.1591520988015417,0.11135559972137062,0.11411869271236899,98,98
2491,-0.01769090861866462,0.16054769590164764,0.10947011083256483,0.11445159387781992,98,98
2492,-0.02169431576900622,0.16180369071526396,0.11164235165655907,0.11463451854356156,98,98
2493,-0.03782703325621277,0.1618417656889617,0.11195543711971503,0.11465715965354775,98,98
2494,-0.045586758080341246,0.16106861399238567,0.11129621483938795,0.11466584624056919,98,98
2495,-0.036570763351140685,0.15961544558658233,0.11296590554830489,0.11456520647381906,98,98
2496,-0.024620003262493417,0.157490477565052,0.11228316229494881,0.11444617011664458,98,98
2497,-0.019375312234071324,0.15500645952909428,0.11218721092707909,0.11416306217531132,98,98
2498,-0.01232117111017126,0.15380649272129543,0.11386179261219598,0.11398941619688609,98,98
2499,-0.008108177913194752,0.15199680210935684,0.11475709181776265,0.11390729248985942,98,98
2500,-0.02986915371345597,0.15001742170236468,0.11085788864257583,0.11375579519084453,98,98
2501,-0.033783652503528744,0.148194723421119,0.10960221222946208,0.11363385976578726,98,98
2502,-0.009537836258531504,0.14626293061452467,0.11105503528686035,0.11355822486998728,98,98
2503,-0.009501315848381629,0.1444612609903297,0.11015786196639059,0.11339987717465479,98,98
2504,-0.006703125907351603,0.1426304426245752,0.11101432137540751,0.11310738396594697,98,98
2505,-0.019295536754902955,0.14152094134718962,0.10982883671644812,0.11283738015416049,98,98
2506,-0.012667308184468085,0.13978587525256017,0.10965441089827632,0.11246189979528234,98,98
2507,-0.03296424124855768,0.13782606973487482,0.10922924146406066,0.11206460122029148,98,98
2508,-0.018349339150363426,0.13605932728425277,0.11215268467203841,0.1117885664608023,98,98
2509,-0.01402673135554493,0.13468990259862368,0.11287724522991853,0.11161248284469803,98,98
2510,0.0013977176129080125,0.13316721050287642,0.11458835991411204,0.11128461895573848,98,98
2511,-0.0035467242792484046,0.131879053932282,0.11281640237177666,0.11103617204848276,98,98
2512,0.0009953066873451214,0.13013053545375083,0.11204679921439367,0.11086319856369793,98,98
2513,0.0027835156190297136,0.12840672974830145,0.11333474251842517,0.11067408083268523,98,98
2514,-0.010173808634884653,0.12554714682295265,0.1129732363879546,0.11038332765307966,98,98
2515,-0.004030365005460391,0.12252557406477178,0.11205722658614858,0.11020794441261654,98,98
2516,0.0008744673169802642,0.12023846356120464,0.11243072982337272,0.10991006896568714,98,98
2517,-0.0014224123845710031,0.11796570880632552,0.11169566665735053,0.10961784533632683,98,98
2518,-0.00813111925639665,0.11600345998779917,0.11022502221311092,0.10936403527837439,98,98
2519,-0.006095559266170747,0.11437535482977877,0.110918996239481,0.10907972009213729,98,98
2520,0.0011120173358459557,0.11156101868111278,0.11511115597101701,0.1088809578331692,98,98
2521,0.032101635042674714,0.10893697663216627,0.12039131474337372,0.10863714867766437,98,98
2522,0.02806594783135482,0.10723390447306927,0.1184904784334616,0.10846965510082122,98,98
2523,0.026251666213803523,0.10560061264830647,0.11715516290269633,0.10817373678380975,98,98
2524,0.02001710408617206,0.10346287382760024,0.11427341787595614,0.10785301845361575,98,98
2525,0.021169484504711726,0.10066967785932585,0.1147022003165177,0.10743289780687154,98,98
2526,0.013780868208308325,0.09838072026125216,0.11728463576159377,0.10701491876516471,98,98
2527,0.0361999371781513,0.09590643894655741,0.11878414984485482,0.10649917900163998,98,98
2528,0.08079557927200343,0.09232437146207995,0.1252450573948515,0.10552839616594313,98,98
2529,0.053145883439970544,0.08855955101475917,0.11932953129355812,0.10445249626348957,98,98
2530,0.03867861645612255,0.08511360286500841,0.11883750532424639,0.10339437866163899,98,98
2531,0.029761378047672853,0.08165544729438531,0.1206550571968337,0.10235093653084501,98,98
2532,0.02037085900550958,0.078210719903802,0.12086153466798293,0.10130662458651567,98,98
2533,0.006822919753331654,0.07651777975567936,0.12036030959749097,0.10030124083896651,98,98
2534,0.017412167646569564,0.07415350599056843,0.1175269336095843,0.09937170796851764,98,98
2535,0.004641932601143857,0.07243411232544952,0.11715636680928472,0.09839690192275877,98,98
2536,0.019980984224528837,0.07043680132668342,0.11897796923856939,0.09739820819497867,98,98
2537,0.03699447883854992,0.06875865836382548,0.12149496653672498,0.09651808646789405,98,98
2538,0.03857108944307776,0.06613093141646303,0.12330190721952751,0.09558036076067809,98,98
2539,0.02784498305208069,0.06520151134940944,0.12237828279739726,0.09468305954144342,98,98
2540,0.012158712053899068,0.0649098516785171,0.12507108275186918,0.09387555730456121,98,98
